address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
106 E Cypress St,7995,2,0,3,3054550,Normal,2,-1.0,30,114900,Single Family Home,2143,61761
148 Cassidy Rd,1362683,3,0,3,712753,Normal,2,-1.0,25,187000,Single Family Home,2428,61761
1405 E Vernon Ave Apt 18,1194290,1,1,3,1571726,Normal,1,-1.0,29,76000,Condo/Townhome/Row Home/Co-Op,1326,61761
1115 E Shelbourne Dr,5295,2,1,3,1207437,Normal,2,-1.0,26,114000,Single Family Home,2748,61761
7 Clinton Pl,420364,2,0,3,1280142,Normal,1,-1.0,24,148900,Single Family Home,2040,61761
2925 E Raab Rd,43657,2,1,3,1207437,Normal,2,-1.0,26,198900,Single Family Home,2808,61761
1404 Shannon Dr,7995,3,1,4,3054550,Normal,2,-1.0,30,209900,Single Family Home,2730,61761
801 Broadway Ave,692040,2,1,4,1295017,Normal,2,-1.0,30,254900,Single Family Home,3795,61761
1104-1106 S Adelaide,1295094,0,0,4,1207437,Normal,-1,-1.0,7,163900,Multi-Family Home,1860,61761
204 Field,1388808,3,0,3,712753,Normal,2,-1.0,30,179900,Single Family Home,2668,61761
920 N Fell Ave,1687774,1,0,3,1571726,Normal,-1,-1.0,26,105000,Single Family Home,1311,61761
1507 Ironwood Cc Dr,1207553,4,0,4,712753,Normal,2,16117.199999999999,30,273000,Single Family Home,4043,61761
2237 Dawson Dr,1231308,2,0,4,1295017,Normal,2,-1.0,29,199000,Single Family Home,2756,61761
1114 Chippewa St,5295,2,0,4,1207437,Normal,2,-1.0,24,143900,Single Family Home,2304,61761
4 Norwood Ave,2299014,1,0,3,1571726,Normal,-1,-1.0,18,99900,Single Family Home,814,61761
1504 Biltmore Ct,1231308,3,1,5,1295017,Normal,3,-1.0,30,249900,Single Family Home,3322,61761
1003 Beech St,1118829,2,0,3,1571726,Normal,2,-1.0,30,138900,Single Family Home,1755,61761
300 Basswood Ln,4167,3,0,3,1207437,Normal,2,-1.0,23,215000,Single Family Home,2976,61761
901 Apple St,7995,3,0,3,3054550,Normal,2,-1.0,30,139900,Single Family Home,2388,61761
1018 Granite Way,692040,3,1,4,1295017,Normal,3,-1.0,30,299900,Single Family Home,3067,61761
3448 Horse Creek Rd,5187,2,1,3,1571726,Normal,2,-1.0,25,169900,Single Family Home,2470,61761
403 Oak,1279779,2,0,4,-1,Normal,2,8113,6,146000,Single Family Home,1350,61761
1245 Duck Horn Dr,420364,3,1,5,1280142,Normal,3,-1.0,34,289900,Single Family Home,3422,61761
1111 E Shelbourne Dr,1221216,2,1,3,1280142,Normal,2,-1.0,28,114000,Single Family Home,2748,61761
116 W Cypress St,1778205,2,0,3,1571726,Normal,1,-1.0,11,119000,Single Family Home,2946,61761
1203 Ironwood,1279681,2,1,4,1571726,Normal,2,-1.0,30,245000,Single Family Home,3420,61761
2432 Corinth Ln,1345180,3,0,4,-1,Normal,2,-1.0,24,272900,Single Family Home,3250,61761
1013 Teegan St,1279779,3,1,4,-1,Normal,2,4800,6,169900,Single Family Home,2880,61761
1610 Ashbrook Ct,1416095,3,1,4,1571726,Normal,2,-1.0,30,229900,Single Family Home,3240,61761
301 N Towanda Ave,1295099,1,1,4,1295017,Normal,1,-1.0,19,114900,Single Family Home,1764,61761
331 Fieldcrest Ct,1805631,3,0,3,1571726,Normal,2,-1.0,30,183900,Single Family Home,2749,61761
1709 Fraser Dr,523649,2,1,4,1295017,Normal,2,-1.0,27,244900,Single Family Home,3664,61761
1802 Johnson Dr,964233,2,0,5,1571726,Normal,1,6534,14,84900,Single Family Home,2008,61761
2725 Sedona Dr,21881,3,0,4,1571726,Normal,3,-1.0,29,309900,Single Family Home,3400,61761
1911 Park West Dr,744586,2,1,3,3054550,Normal,2,-1.0,30,144900,Single Family Home,1710,61761
815 Smith Dr,2259541,3,1,4,1571726,Normal,2,-1.0,2,252000,Single Family Home,4247,61761
1624 Cheyenne Ln,1708364,3,0,3,3054550,Normal,4,-1.0,1,329900,Single Family Home,3760,61761
4 Hale Ct,1295083,0,0,4,1295017,Normal,-1,-1.0,1,139900,Multi-Family Home,2050,61761
912 S Linden St,1033282,4,0,4,1207437,Normal,3,-1.0,21,139000,Single Family Home,3254,61761
305 Columbia Dr,1548431,2,0,3,1280142,Normal,1,-1.0,28,130000,Single Family Home,1237,61761
1313 Dillon Dr,1207547,1,0,3,1207437,Normal,1,-1.0,27,118900,Single Family Home,1168,61761
404 E Lincoln St,-1,2,0,3,-1,Normal,1,8276,22,129000,Single Family Home,2288,61761
1004 S University St,1887423,1,0,2,1207437,Normal,1,-1.0,15,94900,Single Family Home,1645,61761
Airport Rd,111130,0,0,0,1207437,Normal,-1,34848.0,0,243936,Land,-1.0,61761
1107 Asbury Farms Cc Ct,2259541,2,2,4,1571726,Normal,2,-1.0,30,267000,Single Family Home,3859,61761
1028 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,30,254900,Single Family Home,3154,61761
702 S Fell Ave,71546,2,0,4,1295017,Normal,-1,-1.0,30,134900,Single Family Home,3169,61761
2995 Wolf Creek Ln,804479,3,1,5,1571726,Normal,2,-1.0,30,242900,Single Family Home,3024,61761
2264 Heather Ridge Dr,1501366,3,1,5,3054550,Normal,3,-1.0,29,269900,Single Family Home,3955,61761
1100 Whitaker St,5295,2,0,3,1207437,Normal,2,-1.0,19,141900,Single Family Home,2160,61761
1509 Ironwood Dr,43657,2,1,4,1207437,Normal,3,-1.0,20,254500,Single Family Home,3700,61761
1507 Northbrook Dr,1207560,1,1,3,712753,Normal,-1,-1.0,12,69900,Condo/Townhome/Row Home/Co-Op,1602,61761
